user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_recall,context_precision
What type of musician is mentioned in the text?,[],Greška: Got unsupported early_stopping_method `generate`,electric guitar and bass player,0.0,0.0,0.0,0.0
"What is the title of the paper by Prates, Avelar, and Lamb published in 2019?","['[Izvor 1 | str.609 | data\\book.pdf]\ntion.\nComputational Linguistics,\n40(4):921–950.\nPrates, M. O. R., P. H. Avelar, and L. C.\nLamb. 2019. Assessing gender bias\nin machine translation: a case study\nwith Google Translate. Neural Com-\nputing and Applications, 32:6363–\n6381.\nPrice,\nP. J.,\nW. Fisher,\nJ. Bern-\nstein, and D. Pallet. 1988.\nThe\nDARPA 1000-word resource man-\nagement database for continuous\nspeech recognition. ICASSP.\nPrice, P. J., M. Ostendorf, S. Shattuck-\nHufnagel, and C. Fong. 1991. The\nuse of prosody in syntactic disam-\n\n---\n\n[Izvor 2 | str.593 | data\\book.pdf]\nfernan,\nE.\nKalbassi,\nJ.\nLam,\nD. Licht,\nJ. Maillard,\nA. Sun,\nS. Wang, G. Wenzek, A. Young-\nblood,\nB.\nAkula,\nL.\nBarrault,\nG.\nM.\nGonzalez,\nP.\nHansanti,\nJ.\nHoffman,\nS.\nJarrett,\nK.\nR.\nSadagopan, D. Rowe, S. Spruit,\nC. Tran, P. Andrews, N. F. Ayan,\nS. Bhosale, S. Edunov, A. Fan,\nC. Gao, V. Goswami, F. Guzm´an,\nP. Koehn, A. Mourachko, C. Ropers,\nS. Saleem, H. Schwenk, J. Wang,\nand NLLB Team. 2022.\nNo lan-\nguage left behind: Scaling human-\ncentered machine translation. ArXiv.\nCover, T. M. and J. A. Thomas. 1991.\n\n---\n\n[Izvor 3 | str.614 | data\\book.pdf]\nLan-\nguage Resources and Evaluation,\n43(2):161–179.\nVerhagen,\nM.,\nI. Mani,\nR. Sauri,\nR. Knippen, S. B. Jang, J. Littman,\nA.\nRumshisky,\nJ.\nPhillips,\nand\nJ. Pustejovsky. 2005.\nAutomating\ntemporal annotation with TARSQI.\nACL.\nVersley, Y. 2008.\nVagueness and ref-\nerential ambiguity in a large-scale\nannotated corpus.\nResearch on\nLanguage and Computation, 6(3-\n4):333–353.\nVieira, R. and M. Poesio. 2000. An em-\npirically based system for process-\ning deﬁnite descriptions. Computa-\n\n---\n\n[Izvor 4 | str.614 | data\\book.pdf]\nand S. Skiena. 2016.\nOn the\nconvergent properties of word em-\nbedding methods.\nArXiv preprint\narXiv:1605.03956.\nTibshirani, R. J. 1996.\nRegression\nshrinkage and selection via the lasso.\nJournal of the Royal Statistical So-\nciety. Series B (Methodological),\n58(1):267–288.\nTimkey, W. and M. van Schijndel. 2021.\nAll bark and no bite: Rogue dimen-\nsions in transformer language mod-\nels obscure representational quality.\nEMNLP.\nTitov, I. and E. Khoddam. 2014. Unsu-\npervised induction of semantic roles\n\n---\n\n[Izvor 5 | str.604 | data\\book.pdf]\nLe, B. Zoph, J. Wei, and A. Roberts.\n2023. The Flan collection: Design-\ning data and methods for effective\ninstruction tuning. ICML.\nLongpre,\nS.,\nR. Mahari,\nA. Lee,\nC. Lund, H. Oderinwale, W. Bran-\nnon, N. Saxena, N. Obeng-Marnu,\nT. South, C. Hunter, et al. 2024a.\nConsent in crisis: The rapid decline\nof the ai data commons.\nArXiv\npreprint.\nLongpre, S., G. Yauney, E. Reif, K. Lee,\nA. Roberts, B. Zoph, D. Zhou,\nJ. Wei, K. Robinson, D. Mimno, and\nD. Ippolito. 2024b.\nA pretrainer’s']","The title of the paper by Prates, Avelar, and Lamb published in 2019 is ""Assessing gender bias in machine translation: a case study with Google Translate.""",Assessing gender bias in machine translation: a case study with Google Translate.,1.0,0.9968756721498915,1.0,0.9999999999
Who are the authors of the paper titled 'Anaphora for everyone: Pronominal anaphora resolution without a parser'?,"['[Izvor 1 | str.529 | data\\book.pdf]\nanaphor\nnite NP the 38-year-old are therefore anaphoric. The anaphor corefers with a prior\nmention (in this case Victoria Chen) that is called the antecedent. Not every refer-\nantecedent\nring expression is an antecedent. An entity that has only a single mention in a text\n(like Lotsabucks in (23.1)) is called a singleton.\nsingleton\nIn this chapter we focus on the task of coreference resolution. Coreference\ncoreference\nresolution\nresolution is the task of determining whether two mentions corefer, by which we\n\n---\n\n[Izvor 2 | str.608 | data\\book.pdf]\nnio, and J. Hitzeman. 2004. Center-\ning: A parametric theory and its in-\nstantiations. Computational Linguis-\ntics, 30(3):309–363.\nPoesio, M., R. Stuckardt, and Y. Ver-\nsley. 2016.\nAnaphora resolution:\nAlgorithms, resources, and applica-\ntions. Springer.\nPoesio, M., P. Sturt, R. Artstein, and\nR. Filik. 2006.\nUnderspeciﬁcation\nand anaphora:\nTheoretical issues\nand preliminary evidence. Discourse\nprocesses, 42(2):157–175.\nPoesio, M. and R. Vieira. 1998.\nA\ncorpus-based investigation of deﬁ-\n\n---\n\n[Izvor 3 | str.531 | data\\book.pdf]\ntexts are non-anaphoric, often because they are the ﬁrst time an entity is mentioned\n(Poesio and Vieira 1998, Bean and Riloff 1999).\nPronouns:\nAnother form of deﬁnite reference is pronominalization, used for enti-\nties that are extremely salient in the discourse, (as we discuss below):\n(23.10) Emma smiled and chatted as cheerfully as she could,\nPronouns can also participate in cataphora, in which they are mentioned before\ncataphora\ntheir referents are, as in (23.11).\n\n---\n\n[Izvor 4 | str.601 | data\\book.pdf]\nican\nLanguage\nProject.\nhttp:\n//oraal.uoregon.edu/coraal.\nKennedy, C. and B. K. Boguraev. 1996.\nAnaphora for everyone: Pronomi-\nnal anaphora resolution without a\nparser. COLING.\nKhandelwal, U., O. Levy, D. Juraf-\nsky, L. Zettlemoyer, and M. Lewis.\n2019. Generalization through mem-\norization:\nNearest neighbor lan-\nguage models. ICLR.\nKhattab, O., C. Potts, and M. Zaharia.\n2021. Relevance-guided supervision\nfor OpenQA with ColBERT. TACL,\n9:929–944.\nKhattab, O., A. Singhvi, P. Mahesh-\nwari,\nZ. Zhang,\n\n---\n\n[Izvor 5 | str.602 | data\\book.pdf]\nlation. HLT-NAACL.\nKoenig, W., H. K. Dunn, and L. Y.\nLacy. 1946. The sound spectrograph.\nJASA, 18:19–49.\nKolhatkar, V., A. Roussel, S. Dipper,\nand H. Zinsmeister. 2018. Anaphora\nwith non-nominal antecedents in\ncomputational linguistics:\nA sur-\nvey.\nComputational Linguistics,\n44(3):547–612.\nKreutzer, J., I. Caswell, L. Wang,\nA. Wahab, D. van Esch, N. Ulzii-\nOrshikh,\nA.\nTapo,\nN.\nSubra-\nmani,\nA. Sokolov,\nC. Sikasote,\nM. Setyawan, S. Sarin, S. Samb,\nB. Sagot, C. Rivera, A. Rios, I. Pa-']",The authors of the paper titled 'Anaphora for everyone: Pronominal anaphora resolution without a parser' are C. Kennedy and B. K. Boguraev.,C. Kennedy and B. K. Boguraev,1.0,0.9999995294729732,1.0,0.9999999999
What are the main dental sounds in English?,"['[Izvor 1 | str.321 | data\\book.pdf]\n314\nCHAPTER 14\n•\nPHONETICS AND SPEECH FEATURE EXTRACTION\n(nasal tract)\ndental\nbilabial\nglottal\npalatal\nvelar\nalveolar\nFigure 14.5\nMajor English places of articulation.\nDental: Sounds that are made by placing the tongue against the teeth are dentals.\ndental\nThe main dentals in English are the [th] of thing and the [dh] of though, which\nare made by placing the tongue behind the teeth with the tip slightly between\nthe teeth.\nAlveolar: The alveolar ridge is the portion of the roof of the mouth just behind the\n\n---\n\n[Izvor 2 | str.321 | data\\book.pdf]\nalveolar\nupper teeth. Most speakers of American English make the phones [s], [z], [t],\nand [d] by placing the tip of the tongue against the alveolar ridge. The word\ncoronal is often used to refer to both dental and alveolar.\nPalatal: The roof of the mouth (the palate) rises sharply from the back of the\npalatal\npalate\nalveolar ridge. The palato-alveolar sounds [sh] (shrimp), [ch] (china), [zh]\n(Asian), and [jh] (jar) are made with the blade of the tongue against the rising\n\n---\n\n[Izvor 3 | str.619 | data\\book.pdf]\ndental sound, 314\ndependency\ngrammar, 431\ndependency tree, 434\ndependent, 432\ndepth, 344\nderivation\ndirect (in a formal\nlanguage), 412\nsyntactic, 409, 409, 412,\n412\nDerivational morphemes, 8\nDet, 408\ndeterminer, 384, 408\nDeterminers, 384\nDevanagari, 10\ndevelopment set, 44\ndevelopment test set, 85\ndevelopment test set\n(dev-test), 45\ndevset, see development\ntest set (dev-test), 85\nDFT, 333\ndialogue act, 577\nacknowledgment, 575\nbackchannel, 575\ncontinuer, 575\ndialogue acts\naccept, 579\ncheck, 579\nhold, 579\n\n---\n\n[Izvor 4 | str.322 | data\\book.pdf]\n14.2\n•\nARTICULATORY PHONETICS\n315\nalveolar ridge, forcing air over the edge of the teeth. In the palato-alveolar fricatives\n[sh] and [zh], the tongue is at the back of the alveolar ridge, forcing air through a\ngroove formed in the tongue. The higher-pitched fricatives (in English [s], [z], [sh]\nand [zh]) are called sibilants. Stops that are followed immediately by fricatives are\nsibilants\ncalled affricates; these include English [ch] (chicken) and [jh] (giraffe).\n\n---\n\n[Izvor 5 | str.321 | data\\book.pdf]\nteeth. The alveolar fricatives [s] and [z] are produced with the tongue against the']","The main dental sounds in English are the [th] of ""thing"" and the [dh] of ""though,"" which are produced by placing the tongue behind the teeth with the tip slightly between the teeth.",[th] of thing and the [dh] of though,0.6,0.9999997089204132,1.0,0.9999999999
What does the decoder generate from the quantizer output vector zqt?,"['[Izvor 1 | str.375 | data\\book.pdf]\nwaveform, and represents it by a sequence of discrete tokens each taken from\none of the Nc codebooks, qt = qt,1,qt,2,...,qt,Nc. The vector quantizer also\nsums the vector codewords from each codebook to create a quantizer output\nvector zqt.\n3. a decoder that generates a lossy reconstructed waveform span ˆx from the\nquantizer output vector zqt.\nAudio tokenizers are generally learned end-to-end, using loss functions that re-\nward a tokenization that allows the system to reconstruct the input waveform.\n\n---\n\n[Izvor 2 | str.374 | data\\book.pdf]\nadapted from Mousavi et al. (2025). An input waveform x is encoded (generally using a series\nof downsampling convolution networks) into a series of embeddings zt. Each embedding is\nthen passed through a quantizer to produce a series of quantized tokens qt. To regenerate the\nspeech signal, the quantized tokens are re-mapped back to a vector zqt and then encoded (usu-\nally using a series of upsampling convolution networks) back to a waveform. We’ll discuss\nhow the architecture is trained in Section 16.2.4.\n\n---\n\n[Izvor 3 | str.376 | data\\book.pdf]\na waveform via a symmetric set of convnets that upsample the audio.\nIn summary, a 24kHz waveform comes through, we encode/downsample it into\na vector zt of dimensionality D = 256, quantize it into discrete symbols qt, turn it\nback into a vector zqt of dimensionality D = 256, and then decode/upsample that\nvector back into a waveform at 24kHz.\n16.2.2\nVector Quantization\nThe goal of the vector quantization or VQ step is to turn a series of vectors into a\nvector\nquantization\nVQ\nseries of discrete symbols.\n\n---\n\n[Izvor 4 | str.376 | data\\book.pdf]\nunits that add a convolution to the prior input.\nThe output of the encoder is an embedding zt at time t, 75 of which are produced\nper second. This embedding is then quantized (as discussed in the next section),\nturning each embedding zt into a series of Nc discrete symbols qt = qt,1,qt,2,...,qt,Nc,\nand also turning the series of symbols into a new quantizer output vector zqt. Fi-\nnally, the decoder takes the output embedding from the quantizer zqt and generates\n\n---\n\n[Izvor 5 | str.379 | data\\book.pdf]\nestimator (Van Den Oord et al., 2017).\nBut then we need a method to make sure the code words in the vector quantizer\nstep get updated during training. One method is to start these off using k-means\nclustering of the vectors zt to get an initial clustering. Then we can add to a loss\ncomponent, LVQ, which will be a function of the difference between the encoder']",The decoder generates a lossy reconstructed waveform from the quantizer output vector zqt.,A lossy reconstructed waveform span ˆx.,1.0,0.9999996486259003,1.0,0.9999999999
What is the role of the phrase 'someplace nearby' in the sensible interpretation of the sentence?,"['[Izvor 1 | str.499 | data\\book.pdf]\nthe sensible interpretation, eat is intransitive and the phrase someplace nearby is\nan adjunct that gives the location of the eating event. In the nonsensical speaker-as-\nGodzilla interpretation, eat is transitive and the phrase someplace nearby is the direct\nobject and the THEME of the eating, like the NP Malaysian food in the following\nsentences:\n(21.30)\nI want to eat Malaysian food.\nHow do we know that someplace nearby isn’t the direct object in this sentence?\n\n---\n\n[Izvor 2 | str.476 | data\\book.pdf]\n6:45 or afterwards.\n(20.20) I’d like to go at 6:45 in the morning.\n(20.21) Somewhere around noon, please.\n(20.22) I want to take the train back afterwards.\nIncidentally, temporal expressions display a fascinating metaphorical conceptual\norganization. Temporal expressions in English are frequently expressed in spatial\nterms, as is illustrated by the various uses of at, in, somewhere, and near in these\nexamples (Lakoff and Johnson 1980, Jackendoff 1983). Metaphorical organizations\n\n---\n\n[Izvor 3 | str.108 | data\\book.pdf]\nword co-occur nearby in some training corpus.\nWhat do we mean by ‘nearby’? We could implement various methods, but let’s\nstart with a very simple one: a context window around the word, let’s say of 4 words\nto the left and 4 words to the right. If we do that, each cell will represents the\nnumber of times (in some training corpus) the column word occurs in such a ±4\nword window around the row word.\nLet’s see how this works for 4 words: cherry, strawberry, digital, and informa-\n\n---\n\n[Izvor 4 | str.534 | data\\book.pdf]\n23.1\n•\nCOREFERENCE PHENOMENA: LINGUISTIC BACKGROUND\n527\nAppositives:\nAn appositional structure is a noun phrase that appears next to a\nhead noun phrase, describing the head. In English they often appear in commas, like\n“a unit of UAL” appearing in apposition to the NP United, or CFO of Megabucks\nBanking in apposition to Victoria Chen.\n(23.23) Victoria Chen, CFO of Megabucks Banking, saw ...\n(23.24) United, a unit of UAL, matched the fares.\n\n---\n\n[Izvor 5 | str.182 | data\\book.pdf]\nIn (8.1) it is the chicken (i.e., the reader knows that the chicken was tired), while\nin (8.2) it is the road (and the reader knows that the road was wide).1 That is, if\nwe are to compute the meaning of this sentence, we’ll need the meaning of it to be\nassociated with the chicken in the ﬁrst sentence and associated with the road in\nthe second one, sensitive to the context.\nFurthermore, consider reading left to right like a causal language model, pro-\ncessing the sentence up to the word it:', '[Izvor 1 | str.499 | data\\book.pdf]\nthe sensible interpretation, eat is intransitive and the phrase someplace nearby is\nan adjunct that gives the location of the eating event. In the nonsensical speaker-as-\nGodzilla interpretation, eat is transitive and the phrase someplace nearby is the direct\nobject and the THEME of the eating, like the NP Malaysian food in the following\nsentences:\n(21.30)\nI want to eat Malaysian food.\nHow do we know that someplace nearby isn’t the direct object in this sentence?\n\n---\n\n[Izvor 2 | str.476 | data\\book.pdf]\n6:45 or afterwards.\n(20.20) I’d like to go at 6:45 in the morning.\n(20.21) Somewhere around noon, please.\n(20.22) I want to take the train back afterwards.\nIncidentally, temporal expressions display a fascinating metaphorical conceptual\norganization. Temporal expressions in English are frequently expressed in spatial\nterms, as is illustrated by the various uses of at, in, somewhere, and near in these\nexamples (Lakoff and Johnson 1980, Jackendoff 1983). Metaphorical organizations\n\n---\n\n[Izvor 3 | str.108 | data\\book.pdf]\nword co-occur nearby in some training corpus.\nWhat do we mean by ‘nearby’? We could implement various methods, but let’s\nstart with a very simple one: a context window around the word, let’s say of 4 words\nto the left and 4 words to the right. If we do that, each cell will represents the\nnumber of times (in some training corpus) the column word occurs in such a ±4\nword window around the row word.\nLet’s see how this works for 4 words: cherry, strawberry, digital, and informa-\n\n---\n\n[Izvor 4 | str.534 | data\\book.pdf]\n23.1\n•\nCOREFERENCE PHENOMENA: LINGUISTIC BACKGROUND\n527\nAppositives:\nAn appositional structure is a noun phrase that appears next to a\nhead noun phrase, describing the head. In English they often appear in commas, like\n“a unit of UAL” appearing in apposition to the NP United, or CFO of Megabucks\nBanking in apposition to Victoria Chen.\n(23.23) Victoria Chen, CFO of Megabucks Banking, saw ...\n(23.24) United, a unit of UAL, matched the fares.\n\n---\n\n[Izvor 5 | str.182 | data\\book.pdf]\nIn (8.1) it is the chicken (i.e., the reader knows that the chicken was tired), while\nin (8.2) it is the road (and the reader knows that the road was wide).1 That is, if\nwe are to compute the meaning of this sentence, we’ll need the meaning of it to be\nassociated with the chicken in the ﬁrst sentence and associated with the road in\nthe second one, sensitive to the context.\nFurthermore, consider reading left to right like a causal language model, pro-\ncessing the sentence up to the word it:']","The phrase 'someplace nearby' serves as an adjunct that provides the location of the eating event in a sensible interpretation. In contrast, in a nonsensical interpretation, it could be misconstrued as the direct object of the verb 'eat'.",It is an adjunct that gives the location of the eating event.,1.0,0.7173134984228731,1.0,0.99999999995
What is the task called that involves detecting whether a user is done speaking?,"['[Izvor 1 | str.581 | data\\book.pdf]\nSpoken language models must also detect whether a user is done speaking, so\nthey can process the utterance and respond. This task—called endpointing or end-\nendpointing\npoint detection— can be quite challenging because of noise and because people\noften pause in the middle of turns.\n25.1.2\nSpeech Acts\nA key insight into conversation—due originally to the philosopher Wittgenstein\n(1953) but worked out more fully by Austin (1962)—is that each utterance in a\n\n---\n\n[Izvor 2 | str.581 | data\\book.pdf]\nto know when to stop talking; the client interrupts (in A16 and C17), so a system\nthat was performing this role must know to stop talking (and that the user might be\nmaking a correction).\nThe same issues come up for LLMs; a system also has to know when to start\ntalking. For example, most of the time in conversation, speakers start their turns\nalmost immediately after the other speaker ﬁnishes, without a long pause, because\npeople are can usually predict when the other person is about to ﬁnish talking.\n\n---\n\n[Izvor 3 | str.383 | data\\book.pdf]\nrobust the synthesized output is. Or for measuring how well the voice output of the\nTTS system matches the enrolled voice, we can treat the task as if it were speaker\nveriﬁcation, passing the two voices to a speaker veriﬁcation system and using the\nresulting score as a similarity score.\n16.5\nOther speech tasks\nThere are a wide variety of other speech-related tasks.\nSpeaker diarization is the task of determining ‘who spoke when’ in a long\nspeaker\ndiarization\n\n---\n\n[Izvor 4 | str.383 | data\\book.pdf]\ntrying to match a speaker’s voice against a database of many speakers.\nIn the task of language identiﬁcation, we are given a waveﬁle and must identify\nlanguage\nidentiﬁcation\nwhich language is being spoken; this is an important part of building multilingual\nmodels, creating datasets, and even plays a role in online systems.\nThe task of wake word detection is to detect a word or short phrase, usually in\nwake word\norder to wake up a voice-enable assistant like Alexa, Siri, or the Google Assistant.\n\n---\n\n[Izvor 5 | str.582 | data\\book.pdf]\na sort of speech act. In the acceptance phase, the hearer has to ground the utterance,\nindicating to the speaker whether understanding was achieved.\nWhat methods can the hearer B use to ground the speaker A’s utterance? Clark\nand Schaefer (1989) discuss a continuum of methods ordered from weakest to strongest:\nContinued attention:\nB shows she is continuing to attend and therefore remains satisﬁed with\nA’s presentation.\nNext contribution:\nB starts in on the next relevant contribution.\nAcknowledgment:']",The task that involves detecting whether a user is done speaking is called endpointing or end-point detection.,endpointing or endpoint detection,0.5,0.9999999999999998,1.0,0.9999999999
What does the activation value of the hidden layer in a simple recurrent neural network depend on?,"['[Izvor 1 | str.304 | data\\book.pdf]\nusual recurrent hidden layer), and through the use of specialized neural units that\nmake use of gates to control the ﬂow of information into and out of the units that\n\n---\n\n[Izvor 2 | str.292 | data\\book.pdf]\n13.1\n•\nRECURRENT NEURAL NETWORKS\n285\nxt\nht\nyt\nFigure 13.1\nSimple recurrent neural network after Elman (1990). The hidden layer in-\ncludes a recurrent connection as part of its input. That is, the activation value of the hidden\nlayer depends on the current input as well as the activation value of the hidden layer from the\nprevious time step.\nsubscripts to represent time, thus xt will mean the input vector x at time t. The key\ndifference from a feedforward network lies in the recurrent link shown in the ﬁgure\n\n---\n\n[Izvor 3 | str.292 | data\\book.pdf]\ninformation extending back to the beginning of the sequence.\nAdding this temporal dimension makes RNNs appear to be more complex than\nnon-recurrent architectures. But in reality, they’re not all that different. Given an\ninput vector and the values for the hidden layer from the previous time step, we’re\nstill performing the standard feedforward calculation introduced in Chapter 6. To\nsee this, consider Fig. 13.2 which clariﬁes the nature of the recurrence and how it\n\n---\n\n[Izvor 4 | str.306 | data\\book.pdf]\nto go with it. However, there is still a single activation function and output.\nThe increased complexity of the LSTM units is encapsulated within the unit\nitself. The only additional external complexity for the LSTM over the basic recurrent\nunit (b) is the presence of the additional context vector as an input and output.\nThis modularity is key to the power and widespread applicability of LSTM units.\nLSTM units (or other varieties, like GRUs) can be substituted into any of the network\n\n---\n\n[Izvor 5 | str.292 | data\\book.pdf]\n+\nU\nV\nW\nyt\nxt\nht\nht-1\nFigure 13.2\nSimple recurrent neural network illustrated as a feedforward network. The\nhidden layer ht−1 from the prior time step is multiplied by weight matrix U and then added\nto the feedforward component from the current time step.\n13.1.1\nInference in RNNs\nForward inference (mapping a sequence of inputs to a sequence of outputs) in an\nRNN is nearly identical to what we’ve already seen with feedforward networks. To']",The activation value of the hidden layer in a simple recurrent neural network depends on the current input as well as the activation value of the hidden layer from the previous time step.,The current input and the activation value of the hidden layer from the previous time step.,1.0,1.0,1.0,0.9999999999
How many times is a cell selected from row x to create each virtual test set x(i)?,"['[Izvor 1 | str.95 | data\\book.pdf]\nn = 10. Fig. 4.11 shows a couple of examples. To create each virtual test set x(i), we\nrepeatedly (n = 10 times) select a cell from row x with replacement. For example, to\ncreate the ﬁrst cell of the ﬁrst virtual test set x(1), if we happened to randomly select\nthe second cell of the x row, we would copy the value A\x13B into our new cell, and\nmove on to create the second cell of x(1), each time sampling (randomly choosing)\nfrom the original x with replacement.\n\n---\n\n[Izvor 2 | str.95 | data\\book.pdf]\ntest is that we can create many virtual test sets from an observed test set by repeat-\nedly sampling from it. The method only makes the assumption that the sample is\nrepresentative of the population.\nConsider a tiny text classiﬁcation example with a test set x of 10 documents. The\nﬁrst row of Fig. 4.11 shows the results of two classiﬁers (A and B) on this test set.\nEach document is labeled by one of the four possibilities (A and B both right, both\n\n---\n\n[Izvor 3 | str.96 | data\\book.pdf]\n4.12\n•\nAVOIDING HARMS IN CLASSIFICATION\n89\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10 A% B% δ()\nx\nAB A\x13B AB \x00AB A\x13B \x00AB A\x13B AB \x00A\x13B A\x13B .70\n.50\n.20\nx(1)\nA\x13B AB A\x13B \x00AB \x00AB A\x13B \x00AB AB \x00A\x13B AB .60\n.60\n.00\nx(2)\nA\x13B AB \x00A\x13B \x00AB \x00AB AB \x00AB A\x13B AB AB .60\n.70 -.10\n...\nx(b)\nFigure 4.11\nThe paired bootstrap test: Examples of b pseudo test sets x(i) being created\nfrom an initial true test set x. Each pseudo test set is created by sampling n = 10 times with\n\n---\n\n[Izvor 4 | str.76 | data\\book.pdf]\nvalue in parentheses refers to the example index in some set of data (either for train-\ning or for test). So in this case each test example x(i) has a feature vector x(i),\n1 ≤i ≤m. (As usual, we’ll represent vectors and matrices in bold.)\nOne way to compute ˆy(i) (which is how we refer to P(y(1) = 1), i.e., the prob-\nability that the output for input x(i)i has the value 1), is just to have a for-loop and\ncompute each test example one at a time:\nforeach\nx(i)\nin input [x(1),x(2),...,x(m)]\n\n---\n\n[Izvor 5 | str.93 | data\\book.pdf]\nfolds. We do this sampling process k times and average the test set error rate from\nthese k runs to get an average error rate. If we choose k = 10, we would train 10\ndifferent models (each on 90% of our data), test the model 10 times, and average\nthese 10 values. This is called 10-fold cross-validation.\n10-fold\ncross-validation\nThe only problem with cross-validation is that because all the data is used for\ntesting, we need the whole corpus to be blind; we can’t examine any of the data']",A cell from row x is selected 10 times with replacement to create each virtual test set x(i).,10 times,1.0,0.7359626277299925,1.0,0.9999999999
What is the context window size for transformer-based language models?,"['[Izvor 1 | str.196 | data\\book.pdf]\nlanguage models of Chapter 3 compute the probability of a word given counts of\nits occurrence with the n −1 prior words. The context is thus of size n −1. For\ntransformer language models, the context is the size of the transformer’s context\nwindow, which can be quite large, like 32K tokens for large models (and much larger\ncontexts of millions of words are possible with special long-context architectures).\nThe job of the language modeling head is to take the output of the ﬁnal trans-\n\n---\n\n[Izvor 2 | str.205 | data\\book.pdf]\nthrough a softmax to generate word probabilities.\n• Transformer-based language models have a wide context window (200K to-\nkens or even more for very large models with special mechanisms) allowing\nthem to draw on enormous amounts of context to predict upcoming words.\n• There are various computational tricks for making large language models\nmore efﬁcient, such as the KV cache and parameter-efﬁcient ﬁnetuning.\nHistorical Notes\nThe transformer (Vaswani et al., 2017) was developed drawing on two lines of prior\n\n---\n\n[Izvor 3 | str.209 | data\\book.pdf]\n202\nCHAPTER 9\n•\nMASKED LANGUAGE MODELS\n• Input context window N=512 tokens, and model dimensionality d=1024, hence\nX, the input to the model, is of shape [N ×d] = [512×1024].\n• L=24 layers of transformer blocks, with A=16 multihead attention layers each\n• The resulting model has about 550M parameters.\nNote that 550M parameters is relatively small as large language models go\n(Llama 3 has 405B parameters, so is 3 orders of magnitude bigger). Indeed, masked\n\n---\n\n[Izvor 4 | str.205 | data\\book.pdf]\n• The input to a transformer is computed by adding an embedding (computed\nwith an embedding matrix) to a positional encoding that represents the se-\nquential position of the token in the window.\n• Language models can be built out of stacks of transformer blocks, with a\nlanguage model head at the top, which applies an unembedding matrix to\nthe output H of the top layer to generate the logits, which are then passed\nthrough a softmax to generate word probabilities.\n\n---\n\n[Izvor 5 | str.155 | data\\book.pdf]\n148\nCHAPTER 7\n•\nLARGE LANGUAGE MODELS\ninput \ncontext\noutput\n.44\n.33\nall\nthe\nyour\nthat\n.15\n.08\np(w|context)\nTransformer (or other decoder)\nlong\nand\nthanks\nfor\nSo\n?\nFigure 7.1\nA large language model is a neural network that takes as input a context or\npreﬁx, and outputs a distribution over possible next words.\nmodeling in Chapter 6. A large language model is just a (much) larger version of\nthese. For example, in Chapter 3 we introduced bigram and trigram language mod-']","The context window size for transformer-based language models can be quite large, ranging from 32K tokens for large models to 200K tokens or even more for very large models with special mechanisms.",200K tokens or even more for very large models.,1.0,0.999999636775466,1.0,0.9999999999
What is the training signal for the model in language modeling?,"['[Izvor 1 | str.165 | data\\book.pdf]\ntrain on?\nLanguage models are trained in three stages, as shown in Fig. 7.12:\n\n---\n\n[Izvor 2 | str.373 | data\\book.pdf]\nmodel whose vocabulary includes both speech tokens and text tokens.\nWe train this language model to take as input two sequences, a text transcript\nand a small sample of speech from the desired talker, to tokenize both the text and\nthe speech into discrete tokens, and then to conditionally generate discrete samples\nof the speech corresponding to the text string, in the desired voice.\nAt inference time we prompt this language model with a tokenized text string and\n\n---\n\n[Izvor 3 | str.526 | data\\book.pdf]\ntraining signal can be found in the world, such as ratings assigned by users on\na review site.\n• Words can be assigned weights in a lexicon by using various functions of word\ncounts in training texts, and ratio metrics like log odds ratio informative\nDirichlet prior.\n• Affect can be detected, just like sentiment, by using standard supervised text\nclassiﬁcation techniques, using all the words or bigrams in a text as features.\nAdditional features can be drawn from counts of words in lexicons.\n\n---\n\n[Izvor 4 | str.168 | data\\book.pdf]\n7.5\n•\nTRAINING LARGE LANGUAGE MODELS\n161\npossible next tokens so as to compute the model’s loss for the next token wt+1. Then\nwe move to the next word, we ignore what the model predicted for the next word\nand instead use the correct sequence of tokens w1:t+1 to get the model to estimate the\nprobability of token wt+2. This idea that we always give the model the correct his-\ntory sequence to predict the next word (rather than feeding the model its best guess\n\n---\n\n[Izvor 5 | str.155 | data\\book.pdf]\nels that can predict words from the previous word or handful of words. By contrast,\nlarge language models can predict words given contexts of thousands or even tens\nof thousands of words!\nThe fundamental intuition of language models is that a model that can predict\ntext (assigning a distribution over following words) can also be used to generate text\nby sampling from the distribution. Recall from Chapter 3 that sampling means to\nchoose a word from a distribution.\noutput\n.44\n.33\nall\nthe\nyour\nthat\n.15\n.08']","The training signal for the model in language modeling is derived from the correct sequence of tokens, which allows the model to estimate the probability of the next token based on the previous tokens. This involves computing the model's loss for the next token and using the correct history sequence to predict subsequent words.",The training signal comes from backpropagation from the last token.,1.0,0.9133471728310191,0.0,0.0
