user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_recall,context_precision
What type of musician is mentioned in the text?,"['[Izvor 1 | str.216 | data\\book.pdf]\n9.3\n•\nCONTEXTUAL EMBEDDINGS\n209\nan\nelectric\nguitar\nand\nbass\nplayer\nstand\noﬀ\nto\none\nside\nelectric1: \nusing \nelectricity\nelectric2:  \ntense\nelectric3: \nthrilling\nguitar1 \nbass1: \nlow range\n…\nbass4: \nsea ﬁsh\n… \nbass7: \ninstrument\n…\nplayer1: \nin game\nplayer2: \nmusician \nplayer3: \nactor\n…\nstand1: \nupright\n…\nstand5: \nbear\n… \nstand10: \nput \nupright\n…\nside1: \nrelative \nregion\n…\nside3: \nof body\n… \nside11: \nslope\n…\nx1\ny1\nx2\ny2\nx3\ny3\ny4\ny5\ny6\nx4\nx5\nx6\nFigure 9.7\n\n---\n\n[Izvor 2 | str.219 | data\\book.pdf]\n9.4.2\nSequence-Pair Classiﬁcation\nAs mentioned in Section 9.2.2, an important type of problem involves the classiﬁca-\ntion of pairs of input sequences. Practical applications that fall into this class include\nparaphrase detection (are the two sentences paraphrases of each other?), logical en-\ntailment (does sentence A logically entail sentence B?), and discourse coherence\n(how coherent is sentence B as a follow-on to sentence A?).\n\n---\n\n[Izvor 3 | str.372 | data\\book.pdf]\nCHAPTER\n16\nText-to-Speech\n“Words mean more than what is set down on paper. It takes the human voice to\ninfuse them with shades of deeper meaning.”\nMaya Angelou, I Know Why the Caged Bird Sings\nThe task of mapping from text to speech is a task with an even longer history than\nspeech to text. In Vienna in 1769, Wolfgang von Kempelen built for the Empress\nMaria Theresa the famous Mechanical Turk, a chess-playing automaton consisting\n\n---\n\n[Izvor 4 | str.54 | data\\book.pdf]\nbegin- and end-sentence markers <s> and </s> then we can include them in the\nprobability computation. If we do, then we also include one token per sentence in\nthe total count of word tokens N.2\nWe mentioned above that perplexity is a function of both the text and the lan-\nguage model: given a text W, different language models will have different perplex-\nities. Because of this, perplexity can be used to compare different language models.\n\n---\n\n[Izvor 5 | str.372 | data\\book.pdf]\nwith both hands to open and close apertures, and adjusting the ﬂexible leather “vo-\ncal tract”, an operator could produce different consonants and vowels.\nMore than two centuries later, we no longer build our synthesizers out of wood\nand leather, nor do we need human operators. The modern task of text-to-speech or\ntext-to-speech\nTTS, also called speech synthesis, is exactly the reverse of ASR; to map text:\nTTS\nspeech\nsynthesis\nIt’s time for lunch!\nto an acoustic waveform:']",The document does not contain information about this topic.,electric guitar and bass player,0.0,0.17261848355042955,1.0,0.9999999999
"What is the title of the paper by Prates, Avelar, and Lamb published in 2019?","['[Izvor 1 | str.609 | data\\book.pdf]\ntion.\nComputational Linguistics,\n40(4):921–950.\nPrates, M. O. R., P. H. Avelar, and L. C.\nLamb. 2019. Assessing gender bias\nin machine translation: a case study\nwith Google Translate. Neural Com-\nputing and Applications, 32:6363–\n6381.\nPrice,\nP. J.,\nW. Fisher,\nJ. Bern-\nstein, and D. Pallet. 1988.\nThe\nDARPA 1000-word resource man-\nagement database for continuous\nspeech recognition. ICASSP.\nPrice, P. J., M. Ostendorf, S. Shattuck-\nHufnagel, and C. Fong. 1991. The\nuse of prosody in syntactic disam-\n\n---\n\n[Izvor 2 | str.593 | data\\book.pdf]\nfernan,\nE.\nKalbassi,\nJ.\nLam,\nD. Licht,\nJ. Maillard,\nA. Sun,\nS. Wang, G. Wenzek, A. Young-\nblood,\nB.\nAkula,\nL.\nBarrault,\nG.\nM.\nGonzalez,\nP.\nHansanti,\nJ.\nHoffman,\nS.\nJarrett,\nK.\nR.\nSadagopan, D. Rowe, S. Spruit,\nC. Tran, P. Andrews, N. F. Ayan,\nS. Bhosale, S. Edunov, A. Fan,\nC. Gao, V. Goswami, F. Guzm´an,\nP. Koehn, A. Mourachko, C. Ropers,\nS. Saleem, H. Schwenk, J. Wang,\nand NLLB Team. 2022.\nNo lan-\nguage left behind: Scaling human-\ncentered machine translation. ArXiv.\nCover, T. M. and J. A. Thomas. 1991.\n\n---\n\n[Izvor 3 | str.344 | data\\book.pdf]\nmodeled after him. The phoneme was ﬁrst named by the Polish scholar Baudouin\nde Courtenay, who published his theories in 1894.\nIntroductory phonetics textbooks include Ladefoged (1993) and Clark and Yal-\nlop (1995). Wells (1982) is the deﬁnitive three-volume source on dialects of English.\nMany of the classic insights in acoustic phonetics had been developed by the\nlate 1950s or early 1960s; just a few highlights include techniques like the sound\n\n---\n\n[Izvor 4 | str.603 | data\\book.pdf]\nin fairy tales. In The Study of Man,\n128–50. School of Social Sciences,\nUniversity of California, Irvine, CA.\nLakoff, G. and M. Johnson. 1980.\nMetaphors We Live By. University\nof Chicago Press, Chicago, IL.\nLambert, N., L. Tunstall, N. Rajani, and\nT. Thrush. 2023.\nHuggingface h4\nstack exchange preference dataset.\nLample, G., M. Ballesteros, S. Subra-\nmanian, K. Kawakami, and C. Dyer.\n2016.\nNeural architectures for\nnamed entity recognition.\nNAACL\nHLT.\nLample, G. and A. Conneau. 2019.\n\n---\n\n[Izvor 5 | str.527 | data\\book.pdf]\nLearned sentiment lexicons such as the polarity lexicons of Hatzivassiloglou and\nMcKeown (1997) were shown to be a useful feature in subjectivity detection (Hatzi-\nvassiloglou and Wiebe 2000, Wiebe 2000).\nThe term sentiment seems to have been introduced in 2001 by Das and Chen\n(2001), to describe the task of measuring market sentiment by looking at the words in\nstock trading message boards. In the same paper Das and Chen (2001) also proposed']","The title of the paper by Prates, Avelar, and Lamb published in 2019 is ""Assessing gender bias in machine translation: a case study with Google Translate.""",Assessing gender bias in machine translation: a case study with Google Translate.,1.0,0.9953135082248373,1.0,0.9999999999
Who are the authors of the paper titled 'Anaphora for everyone: Pronominal anaphora resolution without a parser'?,"['[Izvor 1 | str.601 | data\\book.pdf]\nican\nLanguage\nProject.\nhttp:\n//oraal.uoregon.edu/coraal.\nKennedy, C. and B. K. Boguraev. 1996.\nAnaphora for everyone: Pronomi-\nnal anaphora resolution without a\nparser. COLING.\nKhandelwal, U., O. Levy, D. Juraf-\nsky, L. Zettlemoyer, and M. Lewis.\n2019. Generalization through mem-\norization:\nNearest neighbor lan-\nguage models. ICLR.\nKhattab, O., C. Potts, and M. Zaharia.\n2021. Relevance-guided supervision\nfor OpenQA with ColBERT. TACL,\n9:929–944.\nKhattab, O., A. Singhvi, P. Mahesh-\nwari,\nZ. Zhang,\n\n---\n\n[Izvor 2 | str.608 | data\\book.pdf]\nnio, and J. Hitzeman. 2004. Center-\ning: A parametric theory and its in-\nstantiations. Computational Linguis-\ntics, 30(3):309–363.\nPoesio, M., R. Stuckardt, and Y. Ver-\nsley. 2016.\nAnaphora resolution:\nAlgorithms, resources, and applica-\ntions. Springer.\nPoesio, M., P. Sturt, R. Artstein, and\nR. Filik. 2006.\nUnderspeciﬁcation\nand anaphora:\nTheoretical issues\nand preliminary evidence. Discourse\nprocesses, 42(2):157–175.\nPoesio, M. and R. Vieira. 1998.\nA\ncorpus-based investigation of deﬁ-\n\n---\n\n[Izvor 3 | str.556 | data\\book.pdf]\nLehnert 1995). Soon et al. (2001) laid out a set of basic features, extended by Ng and\nCardie (2002b), and a series of machine learning models followed over the next 15\nyears. These often focused separately on pronominal anaphora resolution (Kehler\net al. 2004, Bergsma and Lin 2006), full NP coreference (Cardie and Wagstaff 1999,\nNg and Cardie 2002b, Ng 2005a) and deﬁnite NP reference (Poesio and Vieira 1998,\nVieira and Poesio 2000), as well as separate anaphoricity detection (Bean and Riloff\n\n---\n\n[Izvor 4 | str.576 | data\\book.pdf]\n24.6\n•\nSUMMARY\n569\n24.5.2\nThe structure of scientiﬁc discourse\nScientiﬁc papers have a very speciﬁc global structure: somewhere in the course of\nthe paper the authors must indicate a scientiﬁc goal, develop a method for a solu-\ntion, provide evidence for the solution, and compare to prior work. One popular\nannotation scheme for modeling these rhetorical goals is the argumentative zon-\ning model of Teufel et al. (1999) and Teufel et al. (2009), which is informed by the\nargumentative\nzoning\n\n---\n\n[Izvor 5 | str.556 | data\\book.pdf]\nraev (1996) whose system avoids the need for full syntactic parses.\nApproximately contemporaneously centering (Grosz et al., 1995) was applied\nto pronominal anaphora resolution by Brennan et al. (1987), and a wide variety of\nwork followed focused on centering’s use in coreference (Kameyama 1986, Di Eu-\ngenio 1990, Walker et al. 1994, Di Eugenio 1996, Strube and Hahn 1996, Kehler\n1997a, Tetreault 2001, Iida et al. 2003). Kehler and Rohde (2013) show how center-']",The authors of the paper titled 'Anaphora for everyone: Pronominal anaphora resolution without a parser' are C. Kennedy and B. K. Boguraev.,C. Kennedy and B. K. Boguraev,1.0,1.0,1.0,0.9999999999
What are the main dental sounds in English?,"['[Izvor 1 | str.321 | data\\book.pdf]\n314\nCHAPTER 14\n•\nPHONETICS AND SPEECH FEATURE EXTRACTION\n(nasal tract)\ndental\nbilabial\nglottal\npalatal\nvelar\nalveolar\nFigure 14.5\nMajor English places of articulation.\nDental: Sounds that are made by placing the tongue against the teeth are dentals.\ndental\nThe main dentals in English are the [th] of thing and the [dh] of though, which\nare made by placing the tongue behind the teeth with the tip slightly between\nthe teeth.\nAlveolar: The alveolar ridge is the portion of the roof of the mouth just behind the\n\n---\n\n[Izvor 2 | str.321 | data\\book.pdf]\nalveolar\nupper teeth. Most speakers of American English make the phones [s], [z], [t],\nand [d] by placing the tip of the tongue against the alveolar ridge. The word\ncoronal is often used to refer to both dental and alveolar.\nPalatal: The roof of the mouth (the palate) rises sharply from the back of the\npalatal\npalate\nalveolar ridge. The palato-alveolar sounds [sh] (shrimp), [ch] (china), [zh]\n(Asian), and [jh] (jar) are made with the blade of the tongue against the rising\n\n---\n\n[Izvor 3 | str.320 | data\\book.pdf]\nmade by air passing through the nose are called nasal sounds; nasal sounds (like\nnasal\nEnglish [m], [n], and [ng]) use both the oral and nasal tracts as resonating cavities.\nPhones are divided into two main classes: consonants and vowels. Both kinds\nconsonant\nvowel\nof sounds are formed by the motion of air through the mouth, throat or nose. Con-\nsonants are made by restriction or blocking of the airﬂow in some way, and can be\n\n---\n\n[Izvor 4 | str.619 | data\\book.pdf]\ndental sound, 314\ndependency\ngrammar, 431\ndependency tree, 434\ndependent, 432\ndepth, 344\nderivation\ndirect (in a formal\nlanguage), 412\nsyntactic, 409, 409, 412,\n412\nDerivational morphemes, 8\nDet, 408\ndeterminer, 384, 408\nDeterminers, 384\nDevanagari, 10\ndevelopment set, 44\ndevelopment test set, 85\ndevelopment test set\n(dev-test), 45\ndevset, see development\ntest set (dev-test), 85\nDFT, 333\ndialogue act, 577\nacknowledgment, 575\nbackchannel, 575\ncontinuer, 575\ndialogue acts\naccept, 579\ncheck, 579\nhold, 579\n\n---\n\n[Izvor 5 | str.322 | data\\book.pdf]\n14.2\n•\nARTICULATORY PHONETICS\n315\nalveolar ridge, forcing air over the edge of the teeth. In the palato-alveolar fricatives\n[sh] and [zh], the tongue is at the back of the alveolar ridge, forcing air through a\ngroove formed in the tongue. The higher-pitched fricatives (in English [s], [z], [sh]\nand [zh]) are called sibilants. Stops that are followed immediately by fricatives are\nsibilants\ncalled affricates; these include English [ch] (chicken) and [jh] (giraffe).']","The main dental sounds in English are the [th] of ""thing"" and the [dh] of ""though,"" which are produced by placing the tongue against the teeth.",[th] of thing and the [dh] of though,1.0,0.9999996591126753,1.0,0.9999999999
What does the decoder generate from the quantizer output vector zqt?,"['[Izvor 1 | str.375 | data\\book.pdf]\nwaveform, and represents it by a sequence of discrete tokens each taken from\none of the Nc codebooks, qt = qt,1,qt,2,...,qt,Nc. The vector quantizer also\nsums the vector codewords from each codebook to create a quantizer output\nvector zqt.\n3. a decoder that generates a lossy reconstructed waveform span ˆx from the\nquantizer output vector zqt.\nAudio tokenizers are generally learned end-to-end, using loss functions that re-\nward a tokenization that allows the system to reconstruct the input waveform.\n\n---\n\n[Izvor 2 | str.376 | data\\book.pdf]\nunits that add a convolution to the prior input.\nThe output of the encoder is an embedding zt at time t, 75 of which are produced\nper second. This embedding is then quantized (as discussed in the next section),\nturning each embedding zt into a series of Nc discrete symbols qt = qt,1,qt,2,...,qt,Nc,\nand also turning the series of symbols into a new quantizer output vector zqt. Fi-\nnally, the decoder takes the output embedding from the quantizer zqt and generates\n\n---\n\n[Izvor 3 | str.376 | data\\book.pdf]\na waveform via a symmetric set of convnets that upsample the audio.\nIn summary, a 24kHz waveform comes through, we encode/downsample it into\na vector zt of dimensionality D = 256, quantize it into discrete symbols qt, turn it\nback into a vector zqt of dimensionality D = 256, and then decode/upsample that\nvector back into a waveform at 24kHz.\n16.2.2\nVector Quantization\nThe goal of the vector quantization or VQ step is to turn a series of vectors into a\nvector\nquantization\nVQ\nseries of discrete symbols.\n\n---\n\n[Izvor 4 | str.380 | data\\book.pdf]\nguage model, VALL-E does the conditional generation in a 2-stage process, using\ntwo distinct language models. This architectural choice is inﬂuenced by the hierar-\nchical nature of the RVQ quantizer that generates the audio tokens. The output of the\nﬁrst RVQ quantizer is the most important token to the ﬁnal speech, while the subse-\nquent quantizers contribute less and less residual information to the ﬁnal signal. So\n\n---\n\n[Izvor 5 | str.374 | data\\book.pdf]\nadapted from Mousavi et al. (2025). An input waveform x is encoded (generally using a series\nof downsampling convolution networks) into a series of embeddings zt. Each embedding is\nthen passed through a quantizer to produce a series of quantized tokens qt. To regenerate the\nspeech signal, the quantized tokens are re-mapped back to a vector zqt and then encoded (usu-\nally using a series of upsampling convolution networks) back to a waveform. We’ll discuss\nhow the architecture is trained in Section 16.2.4.']",The decoder generates a lossy reconstructed waveform from the quantizer output vector zqt.,A lossy reconstructed waveform span ˆx.,1.0,1.0,1.0,0.9999999999
What is the role of the phrase 'someplace nearby' in the sensible interpretation of the sentence?,"['[Izvor 1 | str.499 | data\\book.pdf]\nthe sensible interpretation, eat is intransitive and the phrase someplace nearby is\nan adjunct that gives the location of the eating event. In the nonsensical speaker-as-\nGodzilla interpretation, eat is transitive and the phrase someplace nearby is the direct\nobject and the THEME of the eating, like the NP Malaysian food in the following\nsentences:\n(21.30)\nI want to eat Malaysian food.\nHow do we know that someplace nearby isn’t the direct object in this sentence?\n\n---\n\n[Izvor 2 | str.423 | data\\book.pdf]\nCaptain Spaulding did the shooting in his pajamas.\nCrackers is ambiguous because the phrase in my pajamas can be part of the NP\nheaded by elephant or a part of the verb phrase headed by shot. Figure 18.9 illus-\ntrates these two analyses of Marx’s line using rules from L1.\nStructural ambiguity, appropriately enough, comes in many forms. Two common\nkinds of ambiguity are attachment ambiguity and coordination ambiguity. A\nsentence has an attachment ambiguity if a particular constituent can be attached to\n\n---\n\n[Izvor 3 | str.476 | data\\book.pdf]\n6:45 or afterwards.\n(20.20) I’d like to go at 6:45 in the morning.\n(20.21) Somewhere around noon, please.\n(20.22) I want to take the train back afterwards.\nIncidentally, temporal expressions display a fascinating metaphorical conceptual\norganization. Temporal expressions in English are frequently expressed in spatial\nterms, as is illustrated by the various uses of at, in, somewhere, and near in these\nexamples (Lakoff and Johnson 1980, Jackendoff 1983). Metaphorical organizations\n\n---\n\n[Izvor 4 | str.325 | data\\book.pdf]\nthem. Prosodic structure is often described in terms of prosodic phrasing, mean-\nprosodic\nphrasing\ning that an utterance has a prosodic phrase structure in a similar way to it having\na syntactic phrase structure. For example, the sentence I wanted to go to London,\nbut could only get tickets for France seems to have two main intonation phrases,\nintonation\nphrase\ntheir boundary occurring at the comma. Furthermore, in the ﬁrst phrase, there seems\n\n---\n\n[Izvor 5 | str.108 | data\\book.pdf]\nword co-occur nearby in some training corpus.\nWhat do we mean by ‘nearby’? We could implement various methods, but let’s\nstart with a very simple one: a context window around the word, let’s say of 4 words\nto the left and 4 words to the right. If we do that, each cell will represents the\nnumber of times (in some training corpus) the column word occurs in such a ±4\nword window around the row word.\nLet’s see how this works for 4 words: cherry, strawberry, digital, and informa-']","The phrase 'someplace nearby' serves as an adjunct that provides the location of an event, such as eating, in a sensible interpretation of a sentence. In contrast, in a nonsensical interpretation, it could be misinterpreted as the direct object of the verb.",It is an adjunct that gives the location of the eating event.,1.0,0.8889313750491178,1.0,0.9999999999
What is the task called that involves detecting whether a user is done speaking?,"['[Izvor 1 | str.581 | data\\book.pdf]\nSpoken language models must also detect whether a user is done speaking, so\nthey can process the utterance and respond. This task—called endpointing or end-\nendpointing\npoint detection— can be quite challenging because of noise and because people\noften pause in the middle of turns.\n25.1.2\nSpeech Acts\nA key insight into conversation—due originally to the philosopher Wittgenstein\n(1953) but worked out more fully by Austin (1962)—is that each utterance in a\n\n---\n\n[Izvor 2 | str.538 | data\\book.pdf]\ntion component, such as a referentiality classiﬁer, an anaphoricity classiﬁer—\ndetecting whether an NP is an anaphor—or a discourse-new classiﬁer— detecting\nwhether a mention is discourse-new and a potential antecedent for a future anaphor.\nAn anaphoricity detector, for example, can draw its positive training examples\nanaphoricity\ndetector\nfrom any span that is labeled as an anaphoric referring expression in hand-labeled\ndatasets like OntoNotes, ARRAU, or AnCora. Any other NP or named entity can be\n\n---\n\n[Izvor 3 | str.581 | data\\book.pdf]\nto know when to stop talking; the client interrupts (in A16 and C17), so a system\nthat was performing this role must know to stop talking (and that the user might be\nmaking a correction).\nThe same issues come up for LLMs; a system also has to know when to start\ntalking. For example, most of the time in conversation, speakers start their turns\nalmost immediately after the other speaker ﬁnishes, without a long pause, because\npeople are can usually predict when the other person is about to ﬁnish talking.\n\n---\n\n[Izvor 4 | str.508 | data\\book.pdf]\nsentiment in blogs or tweets.\nDetecting emotion and moods is useful for detecting whether a student is con-\nfused, engaged, or certain when interacting with a tutorial system, whether a caller\nto a help line is frustrated, whether someone’s blog posts or tweets indicated depres-\nsion. Detecting emotions like fear in novels, for example, could help us trace what\ngroups or situations are feared and how that changes over time.\n\n---\n\n[Izvor 5 | str.383 | data\\book.pdf]\nrobust the synthesized output is. Or for measuring how well the voice output of the\nTTS system matches the enrolled voice, we can treat the task as if it were speaker\nveriﬁcation, passing the two voices to a speaker veriﬁcation system and using the\nresulting score as a similarity score.\n16.5\nOther speech tasks\nThere are a wide variety of other speech-related tasks.\nSpeaker diarization is the task of determining ‘who spoke when’ in a long\nspeaker\ndiarization']",The task that involves detecting whether a user is done speaking is called endpointing or endpoint detection.,endpointing or endpoint detection,0.5,0.9999996304193853,1.0,0.9999999999
What does the activation value of the hidden layer in a simple recurrent neural network depend on?,"['[Izvor 1 | str.292 | data\\book.pdf]\n13.1\n•\nRECURRENT NEURAL NETWORKS\n285\nxt\nht\nyt\nFigure 13.1\nSimple recurrent neural network after Elman (1990). The hidden layer in-\ncludes a recurrent connection as part of its input. That is, the activation value of the hidden\nlayer depends on the current input as well as the activation value of the hidden layer from the\nprevious time step.\nsubscripts to represent time, thus xt will mean the input vector x at time t. The key\ndifference from a feedforward network lies in the recurrent link shown in the ﬁgure\n\n---\n\n[Izvor 2 | str.304 | data\\book.pdf]\nusual recurrent hidden layer), and through the use of specialized neural units that\nmake use of gates to control the ﬂow of information into and out of the units that\n\n---\n\n[Izvor 3 | str.315 | data\\book.pdf]\nrecurrence at the hidden layer in a feedforward network (Elman networks) were in-\ntroduced by Elman (1990). Similar architectures were investigated by Jordan (1986)\nwith a recurrence from the output layer, and Mathis and Mozer (1995) with the\naddition of a recurrent context layer prior to the hidden layer. The possibility of\nunrolling a recurrent network into an equivalent feedforward network is discussed\nin (Rumelhart and McClelland, 1986c).\n\n---\n\n[Izvor 4 | str.292 | data\\book.pdf]\ninformation extending back to the beginning of the sequence.\nAdding this temporal dimension makes RNNs appear to be more complex than\nnon-recurrent architectures. But in reality, they’re not all that different. Given an\ninput vector and the values for the hidden layer from the previous time step, we’re\nstill performing the standard feedforward calculation introduced in Chapter 6. To\nsee this, consider Fig. 13.2 which clariﬁes the nature of the recurrence and how it\n\n---\n\n[Izvor 5 | str.133 | data\\book.pdf]\npoint the name stuck.\nSimple feedforward networks have three kinds of nodes: input units, hidden\nunits, and output units.\nFig. 6.8 shows a picture. The input layer x is a vector of simple scalar values just\nas we saw in Fig. 6.2.\nThe core of the neural network is the hidden layer h formed of hidden units hi,\nhidden layer\neach of which is a neural unit as described in Section 6.1, taking a weighted sum of\nits inputs and then applying a non-linearity. In the standard architecture, each layer']",The activation value of the hidden layer in a simple recurrent neural network depends on the current input as well as the activation value of the hidden layer from the previous time step.,The current input and the activation value of the hidden layer from the previous time step.,1.0,1.0,1.0,0.9999999999
How many times is a cell selected from row x to create each virtual test set x(i)?,"['[Izvor 1 | str.95 | data\\book.pdf]\nn = 10. Fig. 4.11 shows a couple of examples. To create each virtual test set x(i), we\nrepeatedly (n = 10 times) select a cell from row x with replacement. For example, to\ncreate the ﬁrst cell of the ﬁrst virtual test set x(1), if we happened to randomly select\nthe second cell of the x row, we would copy the value A\x13B into our new cell, and\nmove on to create the second cell of x(1), each time sampling (randomly choosing)\nfrom the original x with replacement.\n\n---\n\n[Izvor 2 | str.95 | data\\book.pdf]\ntest is that we can create many virtual test sets from an observed test set by repeat-\nedly sampling from it. The method only makes the assumption that the sample is\nrepresentative of the population.\nConsider a tiny text classiﬁcation example with a test set x of 10 documents. The\nﬁrst row of Fig. 4.11 shows the results of two classiﬁers (A and B) on this test set.\nEach document is labeled by one of the four possibilities (A and B both right, both\n\n---\n\n[Izvor 3 | str.96 | data\\book.pdf]\n4.12\n•\nAVOIDING HARMS IN CLASSIFICATION\n89\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10 A% B% δ()\nx\nAB A\x13B AB \x00AB A\x13B \x00AB A\x13B AB \x00A\x13B A\x13B .70\n.50\n.20\nx(1)\nA\x13B AB A\x13B \x00AB \x00AB A\x13B \x00AB AB \x00A\x13B AB .60\n.60\n.00\nx(2)\nA\x13B AB \x00A\x13B \x00AB \x00AB AB \x00AB A\x13B AB AB .60\n.70 -.10\n...\nx(b)\nFigure 4.11\nThe paired bootstrap test: Examples of b pseudo test sets x(i) being created\nfrom an initial true test set x. Each pseudo test set is created by sampling n = 10 times with\n\n---\n\n[Izvor 4 | str.108 | data\\book.pdf]\nplest vector model of meaning is based on the co-occurrence matrix, a way of rep-\nresenting how often words co-occur. We’ll deﬁne a particular kind of co-occurrence\nmatrix, the word-context matrix, in which each row in the matrix represents a word\nword-context\nmatrix\nin the vocabulary and each column represents how often each other word in the vo-\ncabulary appears nearby. This matrix is thus of dimensionality |V| × |V| and each\ncell records the number of times the row (target) word and the column (context)\n\n---\n\n[Izvor 5 | str.76 | data\\book.pdf]\nvalue in parentheses refers to the example index in some set of data (either for train-\ning or for test). So in this case each test example x(i) has a feature vector x(i),\n1 ≤i ≤m. (As usual, we’ll represent vectors and matrices in bold.)\nOne way to compute ˆy(i) (which is how we refer to P(y(1) = 1), i.e., the prob-\nability that the output for input x(i)i has the value 1), is just to have a for-loop and\ncompute each test example one at a time:\nforeach\nx(i)\nin input [x(1),x(2),...,x(m)]']",A cell from row x is selected 10 times with replacement to create each virtual test set x(i).,10 times,1.0,0.7357702861681074,1.0,0.9999999999
What is the context window size for transformer-based language models?,"['[Izvor 1 | str.196 | data\\book.pdf]\nlanguage models of Chapter 3 compute the probability of a word given counts of\nits occurrence with the n −1 prior words. The context is thus of size n −1. For\ntransformer language models, the context is the size of the transformer’s context\nwindow, which can be quite large, like 32K tokens for large models (and much larger\ncontexts of millions of words are possible with special long-context architectures).\nThe job of the language modeling head is to take the output of the ﬁnal trans-\n\n---\n\n[Izvor 2 | str.117 | data\\book.pdf]\nmatrix and just represent each word i by the vector wi.\nAs with the simple count-based methods like tf-idf, the context window size\naffects the performance of skip-gram embeddings, and experiments often tune the\ncontext window size parameter on a devset.\n\n---\n\n[Izvor 3 | str.205 | data\\book.pdf]\nthrough a softmax to generate word probabilities.\n• Transformer-based language models have a wide context window (200K to-\nkens or even more for very large models with special mechanisms) allowing\nthem to draw on enormous amounts of context to predict upcoming words.\n• There are various computational tricks for making large language models\nmore efﬁcient, such as the KV cache and parameter-efﬁcient ﬁnetuning.\nHistorical Notes\nThe transformer (Vaswani et al., 2017) was developed drawing on two lines of prior\n\n---\n\n[Izvor 4 | str.295 | data\\book.pdf]\npossible next word, giving us a distribution over the entire vocabulary. We can also\nassign probabilities to entire sequences by combining these conditional probabilities\nwith the chain rule:\nP(w1:n) =\nn\nY\ni=1\nP(wi|w<i)\nThe n-gram language models of Chapter 3 compute the probability of a word given\ncounts of its occurrence with the n−1 prior words. The context is thus of size n−1.\nFor the feedforward language models of Chapter 6, the context is the window size.\n\n---\n\n[Izvor 5 | str.209 | data\\book.pdf]\n202\nCHAPTER 9\n•\nMASKED LANGUAGE MODELS\n• Input context window N=512 tokens, and model dimensionality d=1024, hence\nX, the input to the model, is of shape [N ×d] = [512×1024].\n• L=24 layers of transformer blocks, with A=16 multihead attention layers each\n• The resulting model has about 550M parameters.\nNote that 550M parameters is relatively small as large language models go\n(Llama 3 has 405B parameters, so is 3 orders of magnitude bigger). Indeed, masked']","The context window size for transformer-based language models can be quite large, typically ranging from 32K tokens to 200K tokens or even more for very large models with special mechanisms.",200K tokens or even more for very large models.,0.75,0.999999636775466,1.0,0.9999999999
What is the training signal for the model in language modeling?,"['[Izvor 1 | str.165 | data\\book.pdf]\ntrain on?\nLanguage models are trained in three stages, as shown in Fig. 7.12:\n\n---\n\n[Izvor 2 | str.275 | data\\book.pdf]\nusing cross-entropy loss. Recall that cross-entropy loss for language modeling is\ndetermined by the probability the model assigns to the correct next word. So at time\nt the CE loss is the negative log probability the model assigns to the next word in the\ntraining sequence:\nLCE( ˆyt,yt) = −log ˆyt[wt+1]\n(12.13)\n\n---\n\n[Izvor 3 | str.373 | data\\book.pdf]\nmodel whose vocabulary includes both speech tokens and text tokens.\nWe train this language model to take as input two sequences, a text transcript\nand a small sample of speech from the desired talker, to tokenize both the text and\nthe speech into discrete tokens, and then to conditionally generate discrete samples\nof the speech corresponding to the text string, in the desired voice.\nAt inference time we prompt this language model with a tokenized text string and\n\n---\n\n[Izvor 4 | str.166 | data\\book.pdf]\ninitial logits in temperature sampling. In this simpliﬁed example, there are only 4 tokens in\nthe vocabulary.\n1. pretraining: In this ﬁrst stage, the model is trained to incrementally predict\nthe next word in enormous text corpora. The model uses the cross-entropy\nloss, sometimes called the language modeling loss, and that loss is backprop-\nagated all the way through the network. The training data is usually based on\ncleaning up parts of the web. The result is a model that is very good at pre-\n\n---\n\n[Izvor 5 | str.526 | data\\book.pdf]\ntraining signal can be found in the world, such as ratings assigned by users on\na review site.\n• Words can be assigned weights in a lexicon by using various functions of word\ncounts in training texts, and ratio metrics like log odds ratio informative\nDirichlet prior.\n• Affect can be detected, just like sentiment, by using standard supervised text\nclassiﬁcation techniques, using all the words or bigrams in a text as features.\nAdditional features can be drawn from counts of words in lexicons.']","The training signal for the model in language modeling is the cross-entropy loss, which is determined by the probability the model assigns to the correct next word in the training sequence. Specifically, at time t, the cross-entropy loss is calculated as the negative log probability of the model's prediction for the next word.",The training signal comes from backpropagation from the last token.,1.0,0.9999999999999998,0.0,0.0
